merchant_id|longitude|latitude|token
MdNnGvzqHlHkDP|45.479111|-97.706999|7bc04e46515e3edf6d9e86f6a5c8297eecd0e7a87ea63de5fb0911a0abdcf7e1
CWLgWvFyoEwbnB|45.281923|-75.912335|7bc04e46515e3edf6d9e86f6a5c8297eecd0e7a87ea63de5fb0911a0abdcf7e1
yPVrsMhVsJfbYn|37.725791|-112.998980|37be529a6405720f3fb4f254d831008b281edbcec2d532426b5d3e05a75c6ceb
HAwPUSUxKVzbzp|39.096633|-73.808807|37be529a6405720f3fb4f254d831008b281edbcec2d532426b5d3e05a75c6ceb
jqQTLKYqhoGOxt|41.693038|-105.579719|37be529a6405720f3fb4f254d831008b281edbcec2d532426b5d3e05a75c6ceb
htmZzDlbFfcswy|37.842662|-94.856856|76a2bbf756780cc4a27053ead5da1579690d9c3bf81348f5db0f121c985bbb27
waiVJEahPStIPc|44.885414|-87.613411|76a2bbf756780cc4a27053ead5da1579690d9c3bf81348f5db0f121c985bbb27
KYHQyZoRuQUnlo|35.686008|-102.788538|76a2bbf756780cc4a27053ead5da1579690d9c3bf81348f5db0f121c985bbb27
aVLBiBVZLFoLVK|36.583709|-81.772172|7e365651266e500f20dd09497440d5a46a6dc8e52e349db87e8576b6c43a23df
GDHkmkmNpRjtXk|47.532209|-100.868339|7e365651266e500f20dd09497440d5a46a6dc8e52e349db87e8576b6c43a23df
aXylszBXwpocDq|38.284803|-83.880047|7e365651266e500f20dd09497440d5a46a6dc8e52e349db87e8576b6c43a23df
ChuQrpnMYYYgXC|42.145576|-87.548953|c713a38e8d38054eb1079bd0e443951d665f926a2d6bedc933397403caa6dde2
RtzbkvyfDsxLcn|31.803035|-73.554032|c713a38e8d38054eb1079bd0e443951d665f926a2d6bedc933397403caa6dde2
XlkluSaIGRkIKQ|40.367922|-117.083662|c713a38e8d38054eb1079bd0e443951d665f926a2d6bedc933397403caa6dde2
TjPqXNYLrcDuMk|32.123074|-83.700915|aef107a4569d80d44a1298c3e13264c672e6103d7da6944e6817761eedf55f68
qJbNyAtfbovWEC|32.653388|-96.414641|aef107a4569d80d44a1298c3e13264c672e6103d7da6944e6817761eedf55f68
rWbKTjUahsCTfH|29.528847|-87.850353|aef107a4569d80d44a1298c3e13264c672e6103d7da6944e6817761eedf55f68
lgWEUrfmSBathu|36.772533|-78.543216|45efcc027aa790d44ce0de94d9b917ee738da5846921cad3c05cbfc2a8a700cc
dqBNERqrGhabsL|34.613798|-102.634592|45efcc027aa790d44ce0de94d9b917ee738da5846921cad3c05cbfc2a8a700cc
pieBDWuiiiTlHM|35.199019|-88.308647|45efcc027aa790d44ce0de94d9b917ee738da5846921cad3c05cbfc2a8a700cc
LWocSLnMAgupGG|32.275363|-92.730962|722d1095ac5c5d7a329a3fcb8a4de0bcb61aefbf7385807b743c258fe2af3e40
nSrhLblxriZDRh|31.481361|-97.989909|722d1095ac5c5d7a329a3fcb8a4de0bcb61aefbf7385807b743c258fe2af3e40
InpETYqCQeUdwQ|36.312018|-95.079845|722d1095ac5c5d7a329a3fcb8a4de0bcb61aefbf7385807b743c258fe2af3e40
LeJsOqHQgRSMhE|37.597566|-81.393658|ea1b58177f524859a786b091d3a50f7af096837df8c8ac0164650e99dafd6ac8
vVOUmOKsPNnFAB|25.845280|-97.559738|ea1b58177f524859a786b091d3a50f7af096837df8c8ac0164650e99dafd6ac8
posvemCHZAkjpT|30.229121|-77.574340|ea1b58177f524859a786b091d3a50f7af096837df8c8ac0164650e99dafd6ac8
BUZBvrZJAIepfM|33.958432|-116.990334|370326909b791de473a95e03b6ae051a96ef8ea9e96fcb551df09a3b2cdb6b44
JiKUJnhRgtKueK|36.618508|-162.344249|370326909b791de473a95e03b6ae051a96ef8ea9e96fcb551df09a3b2cdb6b44
rtzWVJibqqLeYu|36.041459|-108.461454|370326909b791de473a95e03b6ae051a96ef8ea9e96fcb551df09a3b2cdb6b44
znQAFKbTzyFHaO|40.081731|-114.969615|532ac476ea7febf6d9fa890b83268235940b96a34faabe22cc756258677fbe7c
vGsDgaWTRhPhkc|33.800933|-166.384037|532ac476ea7febf6d9fa890b83268235940b96a34faabe22cc756258677fbe7c
hrzzvESueUuKKP|37.428894|-71.288376|532ac476ea7febf6d9fa890b83268235940b96a34faabe22cc756258677fbe7c
QzRokuIpHppClL|40.874603|-89.471066|e14007570355703d9aed9b04311732d8ec9e9df15352d3ed265080e99034081f
YYtHCCzaosQfWf|40.759254|-82.325118|e14007570355703d9aed9b04311732d8ec9e9df15352d3ed265080e99034081f
jiMqLiRJMjNGMC|34.652693|-79.334584|e14007570355703d9aed9b04311732d8ec9e9df15352d3ed265080e99034081f
BrDUbhpuQZtMaQ|42.997172|-73.953815|99113f8f48a170f7ee0c24fe89bfea54e1d1b0bf0b95e69502e762cefed9954d
ZcgwNpQfithkJu|45.816934|-111.597755|99113f8f48a170f7ee0c24fe89bfea54e1d1b0bf0b95e69502e762cefed9954d
xFARsKUWYLZWLY|42.249847|-90.859974|99113f8f48a170f7ee0c24fe89bfea54e1d1b0bf0b95e69502e762cefed9954d
BPeRWHxRzJLGnK|44.540576|-98.409481|eebd74023f26f89ca0c81f0e7bfe5efef1b9348a0c30edfa4b5df65686f5252b
pNuwajcEPBdaVS|33.278738|-95.098903|eebd74023f26f89ca0c81f0e7bfe5efef1b9348a0c30edfa4b5df65686f5252b
AUVuncdlImVfHu|37.694431|-95.142770|eebd74023f26f89ca0c81f0e7bfe5efef1b9348a0c30edfa4b5df65686f5252b
YGSKtcOwcKnqSg|40.991215|-82.040922|590af47c070684ab67f6e279854076824c8092a656b61453ef5098d9e00715a6
wqHQcmmUPTYWnK|41.126768|-79.824180|590af47c070684ab67f6e279854076824c8092a656b61453ef5098d9e00715a6
zCvtMsAhiwblra|37.569452|-86.192042|590af47c070684ab67f6e279854076824c8092a656b61453ef5098d9e00715a6
EgxHmgYExgCcvZ|47.320122|-96.207416|b7d54eb8153be7aeb91b70cc5bfd21ef503d88556594e5245d14c982972a0611
kCMCzSdkQxcyVj|39.294334|-82.795880|b7d54eb8153be7aeb91b70cc5bfd21ef503d88556594e5245d14c982972a0611
QQSrUuyjwuHdPR|36.937926|-76.939390|b7d54eb8153be7aeb91b70cc5bfd21ef503d88556594e5245d14c982972a0611
tZSUDzdxrBsaMp|44.000887|-89.302649|9a552431e33dcba5f595852f0d783abf9ec2a692621d6db346c36adb70a22448
nvhETvotSuBmvv|25.695595|-94.937125|9a552431e33dcba5f595852f0d783abf9ec2a692621d6db346c36adb70a22448
mvsFAZlaYTPJFb|39.914513|-88.682436|9a552431e33dcba5f595852f0d783abf9ec2a692621d6db346c36adb70a22448
rAVqgiDSefWEtL|40.889871|-93.365430|75feecfadcb7320a866d52c9013027ac9d131fbb2aa47937feb106899ec3b867
LOQIPwugAAGUas|41.829497|-85.091405|75feecfadcb7320a866d52c9013027ac9d131fbb2aa47937feb106899ec3b867
qSqOxwzbGFKxNC|33.710619|-86.481044|75feecfadcb7320a866d52c9013027ac9d131fbb2aa47937feb106899ec3b867
auNiKFqBiDqbgA|33.757679|-121.713255|80e74bf9155598dd5c4a98c79c1fef6ae87647c409be42bacb83842873798d1f
BEEIbaUMSbKrNH|30.352916|-83.434735|80e74bf9155598dd5c4a98c79c1fef6ae87647c409be42bacb83842873798d1f
CmBNylLWIffgVQ|41.260611|-119.510180|80e74bf9155598dd5c4a98c79c1fef6ae87647c409be42bacb83842873798d1f
clMZdfjAlpZmHv|38.105417|-84.437020|0bcb42da5ba7fbc28e73cac7b7c14e6877e928bbe03a356fa332ff163a568e49
xROZqQgOxtXPPr|42.160938|-100.353388|0bcb42da5ba7fbc28e73cac7b7c14e6877e928bbe03a356fa332ff163a568e49
vOHeEptjXjSvys|70.892059|-83.555067|0bcb42da5ba7fbc28e73cac7b7c14e6877e928bbe03a356fa332ff163a568e49
unZknyqXWcPAGY|38.068455|-80.300275|600b16c8851b270647d9ea6b3b07b589c250c8094debe58e306eb3b94c2cec07
wRuDQRdaUHxRMU|32.479304|-97.027054|600b16c8851b270647d9ea6b3b07b589c250c8094debe58e306eb3b94c2cec07
jqNJjdhTFoYmys|34.255265|-92.703203|600b16c8851b270647d9ea6b3b07b589c250c8094debe58e306eb3b94c2cec07
lwKUpCSMNNSaFW|37.015553|-81.146803|f9ac299571bfc140a1c78dd94adec9f0a74c04eeea91472100b6a1c43705b055
nknvDCflixFbCc|34.156564|-83.193930|f9ac299571bfc140a1c78dd94adec9f0a74c04eeea91472100b6a1c43705b055
kkRuKlQSEQrszs|40.429888|-72.591124|f9ac299571bfc140a1c78dd94adec9f0a74c04eeea91472100b6a1c43705b055
PHLrLBWWnAyPpo|44.279566|-75.393204|d77e83c0ecf5cd8d86a33f8d4a2abf5662283119f3e2cf353a8c1ca59df6744c
QOfJCMWyhQdEpg|29.686756|-81.587791|d77e83c0ecf5cd8d86a33f8d4a2abf5662283119f3e2cf353a8c1ca59df6744c
pHwqiWmKSnbaLa|35.058422|-79.909718|d77e83c0ecf5cd8d86a33f8d4a2abf5662283119f3e2cf353a8c1ca59df6744c
kOuvRQKwIQcLwv|36.297915|-101.378093|aa9dd236e48c9bc78e34b9873fde5643a47dd80a53b14a7456414dd3ac344299
mykdUisvtMQitq|41.445518|-92.692504|aa9dd236e48c9bc78e34b9873fde5643a47dd80a53b14a7456414dd3ac344299
anLsUnjnAMMHSO|40.381112|-76.359440|aa9dd236e48c9bc78e34b9873fde5643a47dd80a53b14a7456414dd3ac344299
KNJpmKslcfodqS|34.005942|-123.404806|986af6ae844df40beff9f8f0a9b5ef81d7bd7b1a182bbd1cc05477422db8b2b6
tevbqepDTHTlND|42.895954|-99.550428|986af6ae844df40beff9f8f0a9b5ef81d7bd7b1a182bbd1cc05477422db8b2b6
NHWCgczzZLqirY|28.672839|-160.013856|986af6ae844df40beff9f8f0a9b5ef81d7bd7b1a182bbd1cc05477422db8b2b6
oshBzmNxOshYhQ|39.050234|-78.324587|2109f6efa7b8ae5a35d25fd3e587b72dd9f453be143c49e283e1e6897669b11c
dqerqnhDHGVJqt|36.318427|-91.737585|2109f6efa7b8ae5a35d25fd3e587b72dd9f453be143c49e283e1e6897669b11c
FKgvDvWPgwACRt|43.156352|-75.664065|2109f6efa7b8ae5a35d25fd3e587b72dd9f453be143c49e283e1e6897669b11c
QrWCINdYuKdHnx|56.018226|-84.675056|ef0a1fc31a58d1d062b15677ab7562209108d8399a5bbc09e0e24dc4f347d469
afxdrMKzHNJbSX|40.971428|-79.611084|ef0a1fc31a58d1d062b15677ab7562209108d8399a5bbc09e0e24dc4f347d469
DAVGUBzkwLSswM|49.075107|-89.479675|ef0a1fc31a58d1d062b15677ab7562209108d8399a5bbc09e0e24dc4f347d469
wzxFuhKGFCzCdt|34.127304|-89.517963|e6f27371f9c606375a42c3fe158525114953b7c5d0362429775b1e773d9354d2
yXAXbxPqgPatem|41.025442|-122.555592|e6f27371f9c606375a42c3fe158525114953b7c5d0362429775b1e773d9354d2
jYlKTeZEZGoLKP|40.548140|-79.256620|e6f27371f9c606375a42c3fe158525114953b7c5d0362429775b1e773d9354d2
VSBKKTJcRcqhrP|42.477317|-83.747581|048bfb9e694369040cd4bf6a4465e8042b1d0d14476bc582d16bf2976d02829a
iTgrrRiTgqUmyc|40.021216|-87.748534|048bfb9e694369040cd4bf6a4465e8042b1d0d14476bc582d16bf2976d02829a
YprkhDqDNSoRDg|34.188244|-96.789165|048bfb9e694369040cd4bf6a4465e8042b1d0d14476bc582d16bf2976d02829a
xkBYuThUQxijbs|36.380855|-70.409421|b3b7268ae08733dc3162f9a255fec5641474494f322950c658a0a53684cb5b2f
bgXmxTjBECPKYq|35.894235|-87.903293|b3b7268ae08733dc3162f9a255fec5641474494f322950c658a0a53684cb5b2f
HHJeEHgMazxbsN|36.056141|-90.326183|b3b7268ae08733dc3162f9a255fec5641474494f322950c658a0a53684cb5b2f
lpcDONnKOCXlYA|36.503731|-118.353614|129efbf60ac905121257f62cc99ee3b37c4b295f45a7b307516a00ea4546e987
HhiGpJpqDTMJsp|35.686156|-80.141086|129efbf60ac905121257f62cc99ee3b37c4b295f45a7b307516a00ea4546e987
OcDEXDfSuhbMYg|36.971275|-78.738618|129efbf60ac905121257f62cc99ee3b37c4b295f45a7b307516a00ea4546e987
NtyiqzgnTeHvAQ|44.045961|-80.342740|8e2bc130304137eb17bc483bdecf4a3b8ccc26f74ce92486635503d9ffa433c5
WnadKCvOVErXyS|46.638652|-73.613582|8e2bc130304137eb17bc483bdecf4a3b8ccc26f74ce92486635503d9ffa433c5
dwZGlJSXGnmErz|38.370175|-80.368348|8e2bc130304137eb17bc483bdecf4a3b8ccc26f74ce92486635503d9ffa433c5
uyPCHfqTJQKWLO|43.499422|-112.445885|957957d20acde17e2125bc09b499fe1bd9d65a688e69a89e92217ed696fc48e1
vqaaUglxpqtIAI|37.739447|-95.869428|957957d20acde17e2125bc09b499fe1bd9d65a688e69a89e92217ed696fc48e1
