cc_token|card_read_type|trans_start_ts|trans_end_ts|trans_type|trans_amount|trans_currency|trans_auth_code|trans_auth_date|payment_method|origination|is_pin_entry|is_signed|is_unattended|swipe_type|merchant_id|event_ids|event
40cbcff3cf5e22fe68e796ffeea51e77cc7020c8dc93f657bad5e9eec21e5867|5|1601510400.0|1601510407.0|1|2,610.13|USD|272519|1601510404.0|9|1|1|1|0|1|LHCFVPJUTrSUEW|f9e364e9-d8a7-4adc-a983-e88a10e3a5e3|
40cbcff3cf5e22fe68e796ffeea51e77cc7020c8dc93f657bad5e9eec21e5867|5|1601510400.0|1601510408.0|1|1,865.72|USD|862680|1601510402.0|2|1|1|0|0|0|tyfFLmfdmLroth|d52af56b-f071-4efa-a314-c6cb5b7118e5|
40cbcff3cf5e22fe68e796ffeea51e77cc7020c8dc93f657bad5e9eec21e5867|5|1601510400.0|1601510409.0|1|5,574.56|USD|435728|1601510405.0|5|1|1|1|0|1|KWNxguFbFvydeH|10870a86-e52e-4206-b845-7ae983de7c08|
113d7c37ffa29b98e0d64c5eed85818f9950c25b06055cbe649c7f9592a3e42f|5|1601510400.0|1601510407.0|1|6,372.31|USD|961480|1601510401.0|2|1|1|1|0|1|dpVNqYdHPSHMmO|eb86b470-12c5-4b0c-9c8c-62d35bd5ae0d|
113d7c37ffa29b98e0d64c5eed85818f9950c25b06055cbe649c7f9592a3e42f|5|1601510400.0|1601510410.0|1|7,691.01|USD|620584|1601510405.0|8|1|0|0|0|0|CpRwLyKtyoYzan|8b8f9bde-748b-48dc-ae55-fe8f955d6af1|
113d7c37ffa29b98e0d64c5eed85818f9950c25b06055cbe649c7f9592a3e42f|5|1601510400.0|1601510407.0|1|89.09|USD|683502|1601510405.0|3|1|0|1|0|1|QQlwJfffnmCNNS|4be89508-a888-4e59-89b6-fd1f49873fa9|
2e7cd8f2b66dc9894e0fe1103651756488ef77d98ee08b9af75228f0916b8600|5|1601510400.0|1601510407.0|1|44.32|USD|905728|1601510402.0|8|1|1|1|1|0|PakmdvdxKGjYQJ|3dabaa2c-d07c-4247-b3b2-6b6276448852|
2e7cd8f2b66dc9894e0fe1103651756488ef77d98ee08b9af75228f0916b8600|5|1601510400.0|1601510409.0|1|98,640.60|USD|780609|1601510400.0|8|1|0|0|0|0|tQypXzKpUycdsw|b408f70d-7789-4e1d-9eb5-8f95787a3a12|
2e7cd8f2b66dc9894e0fe1103651756488ef77d98ee08b9af75228f0916b8600|5|1601510400.0|1601510409.0|1|71.97|USD|266741|1601510406.0|5|1|0|0|1|0|gPIUdXTWvtWFUY|5967e134-a4d8-41f8-a1aa-780a356bc387|
903dc969e704110c2285cbcb7a2a7b81280385c51b86e31d4166290888340656|5|1601510400.0|1601510410.0|1|2.71|USD|765022|1601510400.0|6|1|0|1|1|0|XXQUoKehtrJmJX|0539d7a9-8a37-4bce-b262-282922c03dc7|
903dc969e704110c2285cbcb7a2a7b81280385c51b86e31d4166290888340656|5|1601510400.0|1601510407.0|1|9,834.06|USD|422938|1601510404.0|11|1|1|1|1|0|iYsfjVRIdHbmdI|d042fdd0-2197-4c47-99aa-452ce59a6518|
903dc969e704110c2285cbcb7a2a7b81280385c51b86e31d4166290888340656|5|1601510400.0|1601510408.0|1|8,175.95|USD|174943|1601510404.0|6|1|0|0|0|0|CSkPGeNNtndFpm|2d1cdaaf-8156-446d-8b0e-0a39a45c94b6|
e2760ae1775c1cde2538bfacd274619fb41cfdf2bbeb6b6f4eba417f7c576ae7|5|1601510400.0|1601510410.0|1|24,165.67|USD|225001|1601510410.0|2|1|1|1|1|1|bhFNWBWIcNhDuz|263407f1-5f83-413c-98d4-36da8770a48e|
e2760ae1775c1cde2538bfacd274619fb41cfdf2bbeb6b6f4eba417f7c576ae7|5|1601510400.0|1601510408.0|1|6.53|USD|453302|1601510400.0|8|1|0|0|0|0|ZqSRqubKziUxmy|334ab801-f74b-436a-81fe-87f571e37169|
e2760ae1775c1cde2538bfacd274619fb41cfdf2bbeb6b6f4eba417f7c576ae7|5|1601510400.0|1601510407.0|1|65.37|USD|467464|1601510406.0|4|1|1|1|0|0|CHiltQiYcZmKyd|5618cd8c-bb55-4c52-8531-3f3300878ac8|
1f499d037f3fd4c6befb9ba67f81feb69ad667639246c9cd163be1d87d3e13d1|5|1601510400.0|1601510410.0|1|79.29|USD|942600|1601510402.0|11|1|1|1|1|1|jWcRNudKLPJQuH|4908a5a2-69ab-4903-b230-ee914fa63e62|
1f499d037f3fd4c6befb9ba67f81feb69ad667639246c9cd163be1d87d3e13d1|5|1601510400.0|1601510407.0|1|79.66|USD|464577|1601510402.0|2|1|0|0|1|1|SmkWjgnfXWQYeY|6d230af2-f771-4804-958f-90e55d86d0c5|
1f499d037f3fd4c6befb9ba67f81feb69ad667639246c9cd163be1d87d3e13d1|5|1601510400.0|1601510408.0|1|68,894.26|USD|156066|1601510403.0|5|1|1|0|1|1|JfvSvPROLrARwD|d04a9693-7039-4332-b10e-cad56a8a3726|
ed3dda15b6a1d8ba737bfeed32b44248fab1a4f070b972ee8dbd89954be0b156|5|1601510400.0|1601510407.0|1|367.57|USD|352316|1601510403.0|9|1|1|0|1|1|jYAGderNrtTLJb|6ca78bb0-1ffa-4229-8b5a-8da66b78f140|
ed3dda15b6a1d8ba737bfeed32b44248fab1a4f070b972ee8dbd89954be0b156|5|1601510400.0|1601510407.0|1|939.25|USD|345586|1601510401.0|10|1|0|1|0|1|eFLDhxUPLxwOYA|4efa08ac-88a1-4a86-8659-44b960b8c819|
ed3dda15b6a1d8ba737bfeed32b44248fab1a4f070b972ee8dbd89954be0b156|5|1601510400.0|1601510409.0|1|7.69|USD|707752|1601510408.0|10|1|1|0|0|0|tlYZQRYODckEzS|0339d768-20ca-47db-92ca-854968886167|
64658cf06d11f205d1566878cfd22e5b21dd8f82b7e0eb4047bd2546451a7a4a|5|1601510400.0|1601510408.0|1|58,233.96|USD|628201|1601510404.0|2|1|0|1|0|1|LscYOGeHficFzb|b0eadf67-1e94-4a3a-bc4a-009e671f2df5|
64658cf06d11f205d1566878cfd22e5b21dd8f82b7e0eb4047bd2546451a7a4a|5|1601510400.0|1601510410.0|1|5.10|USD|645361|1601510409.0|10|1|0|0|0|1|mtdNCgNXyUFsyY|40d39058-2195-47ca-af76-e36ded1542d5|
64658cf06d11f205d1566878cfd22e5b21dd8f82b7e0eb4047bd2546451a7a4a|5|1601510400.0|1601510408.0|1|4,778.67|USD|147613|1601510405.0|4|1|1|0|0|1|zGrCWZGlQpRVUq|6a7b2f9c-56a3-42fb-aa9f-0bf92ea60500|
28c1996c5295c86a7394e2544a5c29dc5df0e9533cdfe55f0bae6088f552b2f6|5|1601510400.0|1601510410.0|1|9.93|USD|523644|1601510402.0|9|1|0|0|1|0|xcBxhkTjpzGzio|da159a37-b272-4f90-a547-dfd3fb324297|
28c1996c5295c86a7394e2544a5c29dc5df0e9533cdfe55f0bae6088f552b2f6|5|1601510400.0|1601510408.0|1|80.89|USD|909781|1601510405.0|1|1|0|0|1|0|RxZNKrBDxfqApD|3b8fcfc9-7a25-4bfc-a552-69bc7202db76|
28c1996c5295c86a7394e2544a5c29dc5df0e9533cdfe55f0bae6088f552b2f6|5|1601510400.0|1601510407.0|1|48.84|USD|778635|1601510400.0|2|1|1|1|1|0|VUsVpvpwOAQkuZ|586b1b8a-b4c6-427d-ade6-248fbe366234|
f47cd51ba62e0b9b48805dd8166b2345a73325969393ac1106c5cd5da8ed2f85|5|1601510400.0|1601510407.0|1|85.38|USD|372881|1601510400.0|8|1|1|0|0|1|mWDBsPJaVzmFws|b47cbc40-a675-444e-bc72-6a954b9a6541|
f47cd51ba62e0b9b48805dd8166b2345a73325969393ac1106c5cd5da8ed2f85|5|1601510400.0|1601510410.0|1|8,611.51|USD|674793|1601510403.0|11|1|1|0|0|0|KuUHyFyInSBRMw|53127b57-586f-49d4-9150-f922b3b1770f|
f47cd51ba62e0b9b48805dd8166b2345a73325969393ac1106c5cd5da8ed2f85|5|1601510400.0|1601510410.0|1|79.32|USD|134016|1601510405.0|1|1|1|0|0|0|bmOJwvAGKrRscf|3e3cec1a-aa54-4fc5-bb5a-a146825bed4f|
88a45a77026779b19ee7621426d0800570f4e3e9d3975d8c57011b1be9fcc9f5|5|1601510400.0|1601510409.0|1|9,058.83|USD|781280|1601510400.0|1|1|0|0|1|1|ErlPXfDbNxRRGv|53e07bc5-56c0-49f1-a68f-0229c966c70b|
88a45a77026779b19ee7621426d0800570f4e3e9d3975d8c57011b1be9fcc9f5|5|1601510400.0|1601510408.0|1|730.92|USD|143157|1601510402.0|1|1|1|1|1|1|PvnrDNNTDCwpMe|8f0e0c5e-c88b-465d-8f8c-5740c1482ac6|
88a45a77026779b19ee7621426d0800570f4e3e9d3975d8c57011b1be9fcc9f5|5|1601510400.0|1601510409.0|1|86.45|USD|723209|1601510405.0|2|1|1|1|0|0|xEcBiQIWUpTuyH|5a511fc5-c881-4c2b-96c8-ffc8330cc905|
2827bde848599236213ae6173930fc80051919338a1a71496186ab668b9df4af|5|1601510400.0|1601510407.0|1|91,829.38|USD|455049|1601510405.0|11|1|1|0|0|1|qDTTwFYfPNsHkC|dcdf77dd-39f6-4606-abc7-620a15d0ae26|
2827bde848599236213ae6173930fc80051919338a1a71496186ab668b9df4af|5|1601510400.0|1601510408.0|1|69.98|USD|377801|1601510400.0|9|1|0|0|0|1|jSAwMvXnxifKuS|56181e70-2799-4847-93e3-776cdd9f659b|
2827bde848599236213ae6173930fc80051919338a1a71496186ab668b9df4af|5|1601510400.0|1601510407.0|1|627.64|USD|316125|1601510405.0|5|1|0|1|1|1|VwKKmqEYwzKBBJ|2e2f6e4c-7310-4b92-abd0-ebb5953f815f|
262047ce8960d9a3d327e552c87dd8f4cc0d1586af9ee8b4467e90b030cbda8b|5|1601510400.0|1601510409.0|1|249.93|USD|173887|1601510409.0|1|1|1|1|0|1|hcbcIwCUXDRvTL|1ea0ab9a-d447-430e-addd-39f129019316|
262047ce8960d9a3d327e552c87dd8f4cc0d1586af9ee8b4467e90b030cbda8b|5|1601510400.0|1601510407.0|1|5.66|USD|172720|1601510407.0|7|1|1|1|0|0|zXHybNBWjlFyNk|afbc3bc4-e8e7-43bc-a082-dc26e3b5e3ee|
262047ce8960d9a3d327e552c87dd8f4cc0d1586af9ee8b4467e90b030cbda8b|5|1601510400.0|1601510407.0|1|88.84|USD|734552|1601510405.0|7|1|0|1|1|0|BJgzblQvivuRky|e4a03391-2a8c-45d7-bef1-f1f5187ec2b2|
62f934a67d2bbffd18c48ce37822ed90ce78fc9ad51fa21f51508c2df3613954|5|1601510400.0|1601510409.0|1|91.41|USD|669775|1601510409.0|1|1|0|0|0|0|edoLaRwOkLajWA|3febe848-61ff-4d41-97ef-88e08538b562|
62f934a67d2bbffd18c48ce37822ed90ce78fc9ad51fa21f51508c2df3613954|5|1601510400.0|1601510409.0|1|5,369.47|USD|527212|1601510401.0|10|1|1|0|0|0|mhftNqDCefUBVs|b1834da3-addc-44a0-979a-c0951f68b9f9|
62f934a67d2bbffd18c48ce37822ed90ce78fc9ad51fa21f51508c2df3613954|5|1601510400.0|1601510410.0|1|5.30|USD|779035|1601510406.0|8|1|0|1|0|0|wjhlKQGfYrFdvG|20ab46e7-c434-4a29-b973-6c3f3b2ec3e6|
c715cf2e75c163e7b2258623adab8ee5a7f6be3a1aa5c35875fd394b7250fece|5|1601510400.0|1601510407.0|1|909.80|USD|185024|1601510407.0|10|1|0|1|0|1|uioYfmIQmiwqvp|2d3a7937-4a50-405e-b097-0e76d6af0918|
c715cf2e75c163e7b2258623adab8ee5a7f6be3a1aa5c35875fd394b7250fece|5|1601510400.0|1601510409.0|1|239.10|USD|743886|1601510408.0|2|1|1|1|1|0|MhbAHYnwRMSoZA|0cd71702-4d8f-4789-9703-926f6251f453|
c715cf2e75c163e7b2258623adab8ee5a7f6be3a1aa5c35875fd394b7250fece|5|1601510400.0|1601510407.0|1|34,847.46|USD|707567|1601510403.0|11|1|1|0|1|0|iIchdpkRCmvRTN|b66da362-9a6d-4143-9406-5a5649eb9031|
20294093ca85cfc273d71b1053a9deddd188038cd1ab79437073dbbd2cb444b5|5|1601510400.0|1601510409.0|1|3,361.79|USD|784835|1601510400.0|2|1|1|1|1|0|uXmBiCaeaPxfdO|d0ad430b-1f7d-4371-9663-8690bd3c43bb|
20294093ca85cfc273d71b1053a9deddd188038cd1ab79437073dbbd2cb444b5|5|1601510400.0|1601510410.0|1|6.45|USD|357734|1601510403.0|4|1|0|0|1|0|CcNQnxYjvsEXlA|d3519ded-d0ad-4ca5-a7a7-cb7af1cb9cd0|
20294093ca85cfc273d71b1053a9deddd188038cd1ab79437073dbbd2cb444b5|5|1601510400.0|1601510407.0|1|26.36|USD|724935|1601510405.0|1|1|0|1|0|0|ainJUQnJCOqbdV|7ffb48d9-ac8e-441d-8096-c8f778e6212e|
fcaf5982f3b8f8fd73109f99f6a353ebc7e253acca69d608a87e79db584c956a|5|1601510400.0|1601510410.0|1|9,747.69|USD|608993|1601510402.0|2|1|1|0|0|1|aVoHSslveFEEyu|9a15d377-bf70-4f26-8f52-2de245e4ae4e|
fcaf5982f3b8f8fd73109f99f6a353ebc7e253acca69d608a87e79db584c956a|5|1601510400.0|1601510407.0|1|48.43|USD|379505|1601510401.0|7|1|1|1|0|1|RonMCOrPkAVDuz|85abcf52-4dc1-46c5-aaaf-b6cbc58e50fc|
fcaf5982f3b8f8fd73109f99f6a353ebc7e253acca69d608a87e79db584c956a|5|1601510400.0|1601510409.0|1|4,738.85|USD|148907|1601510405.0|10|1|0|0|1|1|HhmohefusvdMya|91e0546f-77b2-420c-bd10-7d2d1d6c0ae9|
63fccd0bdbc86900f6fa02f67e6a8b62b8476a3ab66821fea691f957be760845|5|1601510400.0|1601510409.0|1|87.72|USD|157768|1601510405.0|3|1|1|0|1|1|xeyNhkVNmCPZGT|a1dadbca-7b7f-408a-8bb6-fc4deb8a4253|
63fccd0bdbc86900f6fa02f67e6a8b62b8476a3ab66821fea691f957be760845|5|1601510400.0|1601510410.0|1|5.11|USD|126764|1601510405.0|9|1|0|0|1|1|GnsgyYrJfHnwKB|9fdf08b2-a642-4b97-9ae8-d798fc9a15bd|
63fccd0bdbc86900f6fa02f67e6a8b62b8476a3ab66821fea691f957be760845|5|1601510400.0|1601510410.0|1|70.60|USD|668086|1601510409.0|5|1|1|1|0|0|qwgvhbIyzzsRKr|8f782764-3943-47c7-bb3f-48be06f8fc00|
33ef9b23d3e10bddb0511f50798eab8acb4c55b18f1a193f3e91459ed4e0061c|5|1601510400.0|1601510408.0|1|62.29|USD|553858|1601510408.0|3|1|0|1|0|1|BPeDkbQIXflKIK|7340e6db-8274-425c-81ab-592ced785a85|
33ef9b23d3e10bddb0511f50798eab8acb4c55b18f1a193f3e91459ed4e0061c|5|1601510400.0|1601510407.0|1|22,644.36|USD|771579|1601510403.0|6|1|0|1|1|1|zhxppBSpvnjNVn|d2a0c89f-a35d-4c8f-8318-6c6d7df4a545|
33ef9b23d3e10bddb0511f50798eab8acb4c55b18f1a193f3e91459ed4e0061c|5|1601510400.0|1601510408.0|1|77.62|USD|286769|1601510401.0|9|1|0|0|0|1|LmBcqcYSMJniHs|92d91530-8dce-4877-be8f-d4b23eae4506|
71176093e65128c497c45867933d956548df2a5b3d7459ad25846b7328acb21b|5|1601510400.0|1601510408.0|1|275.98|USD|180357|1601510400.0|1|1|1|0|1|1|AFJaumrXVLUYUU|9b179c38-5dfc-475b-aecb-86cffc13b1d8|
71176093e65128c497c45867933d956548df2a5b3d7459ad25846b7328acb21b|5|1601510400.0|1601510407.0|1|71,519.44|USD|145860|1601510406.0|10|1|1|0|0|0|ksRgRPGUwUISBr|67c7acdd-e455-4425-b09d-f775b70ca33e|
71176093e65128c497c45867933d956548df2a5b3d7459ad25846b7328acb21b|5|1601510400.0|1601510410.0|1|605.57|USD|366911|1601510401.0|11|1|0|1|1|0|PbixZCtVlyCHVV|a8144e6a-dde8-45ff-afae-609b601c079b|
1418d734fd8c934716ebbfaaf77d02427a1ab82aaaed20411eaa9fe879fbee84|5|1601510400.0|1601510407.0|1|971.98|USD|946690|1601510401.0|3|1|1|1|1|1|OEkFrHNraTIYdc|42fff366-53f0-410d-b981-eff9aa04fe24|
1418d734fd8c934716ebbfaaf77d02427a1ab82aaaed20411eaa9fe879fbee84|5|1601510400.0|1601510410.0|1|18.49|USD|143118|1601510410.0|4|1|0|1|0|1|OUxPucBmkfBKkv|67fd2d68-84a6-470a-819c-df0e71e7dd3e|
1418d734fd8c934716ebbfaaf77d02427a1ab82aaaed20411eaa9fe879fbee84|5|1601510400.0|1601510408.0|1|783.68|USD|758116|1601510407.0|4|1|1|1|1|0|gshBuVNGZAyQcp|1639cf93-9e00-438a-85b4-f675d4160aec|
56a8c1d4e0b138a7e7e8b8dda05cb8498d461a646a146e00a0e40c1e40434721|5|1601510400.0|1601510408.0|1|743.09|USD|823256|1601510408.0|7|1|0|1|0|0|ibwOKCajteAHCW|1732c9a0-86f7-46ff-a538-130c665c858b|
56a8c1d4e0b138a7e7e8b8dda05cb8498d461a646a146e00a0e40c1e40434721|5|1601510400.0|1601510408.0|1|89,833.91|USD|280635|1601510400.0|11|1|0|0|1|1|qgErMAEBEbOztq|5ba50f38-5abd-45e7-abb0-9cbf2967780f|
56a8c1d4e0b138a7e7e8b8dda05cb8498d461a646a146e00a0e40c1e40434721|5|1601510400.0|1601510409.0|1|905.02|USD|604194|1601510406.0|11|1|0|0|1|0|jXaJrroSAjIcgU|3999fd66-4299-4359-9813-ad23e13317cd|
b6448dd22c9b2cc44e88e13ab2ce7b98704641304b580b0f70366860b9576697|5|1601510400.0|1601510409.0|1|1.16|USD|897286|1601510400.0|1|1|1|0|1|1|ZnrsKKehjkHSZq|52a17f25-82e7-44f2-b537-d2d62cca8d05|
b6448dd22c9b2cc44e88e13ab2ce7b98704641304b580b0f70366860b9576697|5|1601510400.0|1601510407.0|1|2.10|USD|369286|1601510402.0|1|1|0|1|0|0|fnaMloYdNUlBUF|51e71ec3-7498-4090-9d71-6d25623854ec|
b6448dd22c9b2cc44e88e13ab2ce7b98704641304b580b0f70366860b9576697|5|1601510400.0|1601510408.0|1|6,000.07|USD|972506|1601510404.0|9|1|1|0|0|0|ypdiUSCEnsSgCP|a5fb65eb-df50-4dd6-80bb-95c22a136a97|
78f3bf62163e111945ea97301b869865d8e47420151588edcabc944266d86e73|5|1601510400.0|1601510410.0|1|8,632.61|USD|593181|1601510408.0|6|1|0|0|0|0|EtIqtzHLAyoynp|201c55b5-45d6-477b-a7ee-471f1ba2b709|
78f3bf62163e111945ea97301b869865d8e47420151588edcabc944266d86e73|5|1601510400.0|1601510410.0|1|2.57|USD|461454|1601510406.0|4|1|1|0|0|1|dGzBBmRtKejred|bda73f7d-6c59-4a01-a5f7-f71b90875be0|
78f3bf62163e111945ea97301b869865d8e47420151588edcabc944266d86e73|5|1601510400.0|1601510407.0|1|721.52|USD|240964|1601510407.0|8|1|1|1|0|1|tBTyFmYSYSOvqK|f2b4dc2b-94ad-4e6d-bf62-8afbf0196731|
dd023f9bb6a806e89a55672356533b7fcd091c6f076d1b58eeb1adc4c1d78038|5|1601510400.0|1601510408.0|1|7,992.75|USD|553658|1601510408.0|10|1|0|0|1|0|ZGZyiMfrsAUcGt|c7be0e63-41cb-462f-b9e8-9c6183466ddd|
dd023f9bb6a806e89a55672356533b7fcd091c6f076d1b58eeb1adc4c1d78038|5|1601510400.0|1601510409.0|1|0.67|USD|920146|1601510405.0|5|1|0|0|1|1|UyVKUOYbUprQdx|20fea003-ea03-494d-9f19-29b5ed2da90f|
dd023f9bb6a806e89a55672356533b7fcd091c6f076d1b58eeb1adc4c1d78038|5|1601510400.0|1601510407.0|1|2,120.89|USD|153214|1601510402.0|5|1|0|0|0|0|UFYCCnEjmaiSNV|70cea1ce-8870-4d32-bf44-c7a22c43f4b7|
a1850dfe60ac0f273c27d88d3e6a130909076b2032a80dddc74c63b8fb5ed336|5|1601510400.0|1601510409.0|1|56,681.31|USD|984589|1601510406.0|6|1|1|0|1|1|OJvDrLUxEbAoEH|14fb4aa5-1e4c-4e07-b1bc-7b4ad4f5718e|
a1850dfe60ac0f273c27d88d3e6a130909076b2032a80dddc74c63b8fb5ed336|5|1601510400.0|1601510408.0|1|6,794.99|USD|892403|1601510407.0|5|1|0|1|1|1|wXVzilOeLMlctP|09a433c8-5c29-4918-babd-d613da3ffd5f|
a1850dfe60ac0f273c27d88d3e6a130909076b2032a80dddc74c63b8fb5ed336|5|1601510400.0|1601510410.0|1|7.88|USD|843678|1601510408.0|1|1|1|0|0|0|blmkIAyvpzOydd|b7b89776-268c-4569-90fe-b3923e61336e|
594d6feb4540aed256dfcaf7c1a4aafd453881131018aa7de4929b677621cc9d|5|1601510400.0|1601510409.0|1|3,230.55|USD|813414|1601510402.0|3|1|1|1|1|1|hHzcDDqdITpGWs|24d25f10-5efa-4eae-8fdf-a9bc93b1ecea|
594d6feb4540aed256dfcaf7c1a4aafd453881131018aa7de4929b677621cc9d|5|1601510400.0|1601510409.0|1|72,356.09|USD|815066|1601510402.0|6|1|1|1|1|0|wlOzmQKOMIilZY|c9b3bf97-2936-4b9a-9931-f54f2d5b5a13|
594d6feb4540aed256dfcaf7c1a4aafd453881131018aa7de4929b677621cc9d|5|1601510400.0|1601510409.0|1|6,420.73|USD|939478|1601510409.0|7|1|1|1|0|0|wYtzXhLdnNRxGq|95861526-dec8-432c-8fbd-72a8d0c05a84|
f7478c1c7366eeff157a60d7735699051c749baa1ad40c31c95698486bca4501|5|1601510400.0|1601510409.0|1|8.54|USD|585071|1601510402.0|9|1|0|1|0|1|KFnujalpSouROZ|d3bc6c31-24ef-4ea3-971d-967e2e716504|
f7478c1c7366eeff157a60d7735699051c749baa1ad40c31c95698486bca4501|5|1601510400.0|1601510408.0|1|9.54|USD|984019|1601510402.0|10|1|0|0|1|0|NTeHVsrVuGOkyM|870be1f1-6cf5-4e2f-afe9-b90e160c8db1|
f7478c1c7366eeff157a60d7735699051c749baa1ad40c31c95698486bca4501|5|1601510400.0|1601510407.0|1|21,669.56|USD|599748|1601510403.0|7|1|0|1|1|1|DyGgnWvDMWnOTn|57a0f403-54fe-462d-a0bc-ef1033926da8|
0a53753debadf6b25a972c6cf597ad5c9d8a297bea15d7f5c70f90bb87845124|5|1601510400.0|1601510407.0|1|38,069.40|USD|716225|1601510403.0|3|1|0|0|0|1|GpEnPGoyjeoiWj|37b443a9-78a1-497c-b9ea-fb9e198bce6b|
